0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.112102,0.108868,0.106887,0.105233,0.1038,0.1038,0.102531,0.100916,0.099272,0.097693,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.095947,0.088127,0.087,0.087,0.087,0.087,0.08029,0.072505,0.059883,0.028827,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.014897,0.001374,0.001374,0.001374,0.001374,0.001374
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.099722,0.097466,0.096105,0.094977,0.094,0.094,0.093093,0.092001,0.090937,0.08981,0.0896,0.0896,0.0896,0.0896,0.0896,0.0896,0.0896,0.0896,0.0896,0.0896,0.0896,0.0896,0.0896,0.0896,0.088804,0.084518,0.080296,0.076045,0.0726,0.0726,0.068952,0.064701,0.059544,0.051047,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.029116,0.001163,0.001163,0.001163,0.001163,0.001163
0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.087361,0.086233,0.085582,0.085056,0.0846,0.0846,0.084177,0.083615,0.083024,0.082498,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.0824,0.082246,0.081419,0.080656,0.079865,0.0792,0.0792,0.078549,0.077756,0.076774,0.075195,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.043349,0.000984,0.000984,0.000984,0.000984,0.000984
0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075019,0.075169,0.07526,0.07537,0.0755,0.0755,0.07556,0.075636,0.075711,0.075786,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.076289,0.078921,0.081488,0.084084,0.0862,0.0862,0.088415,0.091012,0.094172,0.099361,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.057593,0.000833,0.000833,0.000833,0.000833,0.000833
0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.062695,0.064274,0.065197,0.065949,0.0666,0.0666,0.067265,0.068056,0.068819,0.069646,0.0698,0.0698,0.0698,0.0698,0.0698,0.0698,0.0698,0.0698,0.0698,0.0698,0.0698,0.0698,0.0698,0.0698,0.070401,0.073634,0.076867,0.080101,0.0827,0.0827,0.085501,0.088775,0.092736,0.099203,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.057538,0.000705,0.000705,0.000705,0.000705,0.000705
0.052905,0.052905,0.052905,0.052905,0.052905,0.058397,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.062546,0.062922,0.063119,0.063305,0.0635,0.0635,0.063621,0.063771,0.063933,0.064158,0.0642,0.0642,0.0642,0.0642,0.0642,0.0642,0.0642,0.0642,0.0642,0.0642,0.0642,0.0642,0.0642,0.0642,0.064912,0.068747,0.072582,0.076417,0.0795,0.0795,0.082822,0.086698,0.091385,0.099055,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.057492,0.000597,0.000597,0.000597,0.000597,0.000597
0.044783,0.044783,0.044783,0.044783,0.044783,0.054924,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.062407,0.061655,0.061202,0.060826,0.0605,0.0605,0.060198,0.059822,0.059446,0.05907,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059573,0.062656,0.065739,0.068782,0.0712,0.0712,0.073871,0.076954,0.080659,0.08675,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875
0.037908,0.037908,0.037908,0.037908,0.037908,0.051984,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.062287,0.060557,0.059484,0.058582,0.0578,0.0578,0.057135,0.056272,0.05537,0.054468,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.0543,0.054719,0.056975,0.0573,0.0573,0.0573,0.0573,0.059189,0.06141,0.065033,0.073907,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
0.032089,0.032089,0.032089,0.032089,0.032089,0.049495,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.062166,0.059459,0.057826,0.056473,0.0553,0.0553,0.054272,0.052958,0.051605,0.050251,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050251,0.051605,0.0518,0.0518,0.0518,0.0518,0.052973,0.054286,0.056419,0.061833,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
0.027162,0.027162,0.027162,0.027162,0.027162,0.047389,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.062065,0.05853,0.056368,0.054598,0.0531,0.0531,0.051649,0.049845,0.048051,0.046321,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046084,0.046535,0.0466,0.0466,0.0466,0.0466,0.046926,0.047342,0.048057,0.049787,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.022992,0.022992,0.022992,0.022992,0.022992,0.045605,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.061963,0.057601,0.05497,0.052824,0.051,0.051,0.049247,0.047066,0.044886,0.042705,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.042202,0.041676,0.0416,0.0416,0.0416,0.0416,0.041144,0.040618,0.03978,0.03775,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375
0.019463,0.019463,0.019463,0.019463,0.019463,0.044096,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.061879,0.056841,0.053772,0.051215,0.049,0.049,0.047005,0.044488,0.041932,0.039375,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.0389,0.038872,0.038722,0.0387,0.0387,0.0387,0.0387,0.03857,0.038419,0.038176,0.037574,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.035038,0.031743,0.031743,0.031743,0.031743,0.031743
0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04962,0.046537,0.044707,0.043203,0.0419,0.0419,0.040691,0.039152,0.037583,0.036079,0.0358,0.0358,0.0358,0.0358,0.0358,0.0358,0.0358,0.0358,0.0358,0.0358,0.0358,0.0358,0.0358,0.0358,0.035842,0.036067,0.0361,0.0361,0.0361,0.0361,0.03623,0.036381,0.036655,0.037407,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.032954,0.02687,0.02687,0.02687,0.02687,0.02687
0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.03738,0.036402,0.035782,0.035291,0.0349,0.0349,0.034477,0.033986,0.033524,0.032998,0.0329,0.0329,0.0329,0.0329,0.0329,0.0329,0.0329,0.0329,0.0329,0.0329,0.0329,0.0329,0.0329,0.0329,0.032998,0.033524,0.033986,0.034477,0.0349,0.0349,0.035291,0.035782,0.036402,0.03738,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.03119,0.022745,0.022745,0.022745,0.022745,0.022745
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025139,0.026267,0.026977,0.027544,0.028,0.028,0.028484,0.029085,0.029676,0.030202,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.0303,0.03044,0.031192,0.032008,0.032796,0.0334,0.0334,0.034051,0.034803,0.035726,0.037305,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.029697,0.019253,0.019253,0.019253,0.019253,0.019253
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025074,0.025676,0.026039,0.026374,0.0267,0.0267,0.026942,0.027243,0.027543,0.027844,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.028096,0.029148,0.030137,0.031154,0.032,0.032,0.032912,0.033965,0.03522,0.03725,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.028433,0.016297,0.016297,0.016297,0.016297,0.016297
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025019,0.025169,0.02526,0.025335,0.0254,0.0254,0.02546,0.025536,0.025611,0.025686,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.025937,0.027216,0.02843,0.029672,0.0307,0.0307,0.031807,0.033086,0.034628,0.037185,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.027363,0.013795,0.013795,0.013795,0.013795,0.013795
0.021162,0.021162,0.021162,0.021162,0.021162,0.016204,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.012796,0.015203,0.016655,0.017823,0.0188,0.0188,0.019767,0.02097,0.022173,0.023377,0.0236,0.0236,0.0236,0.0236,0.0236,0.0236,0.0236,0.0236,0.0236,0.0236,0.0236,0.0236,0.0236,0.0236,0.023879,0.025383,0.026887,0.028391,0.0296,0.0296,0.030838,0.032307,0.034122,0.037129,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.026458,0.011678,0.011678,0.011678,0.011678,0.011678
0.017913,0.017913,0.017913,0.017913,0.017913,0.029124,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.037083,0.033699,0.031628,0.029933,0.0285,0.0285,0.02711,0.025416,0.023751,0.022021,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.0217,0.02177,0.022146,0.022522,0.022858,0.0231,0.0231,0.023426,0.023802,0.02424,0.024917,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
0.015163,0.015163,0.015163,0.015163,0.015163,0.027948,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.037037,0.033277,0.031009,0.029129,0.0275,0.0275,0.025989,0.024109,0.022229,0.020349,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019846,0.019019,0.0189,0.0189,0.0189,0.0189,0.018183,0.017397,0.016132,0.012898,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
0.012835,0.012835,0.012835,0.012835,0.012835,0.026953,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.03699,0.032855,0.030389,0.028359,0.0266,0.0266,0.024908,0.022838,0.020807,0.018777,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.018274,0.017598,0.0175,0.0175,0.0175,0.0175,0.016979,0.016377,0.015372,0.012815,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
0.010865,0.010865,0.010865,0.010865,0.010865,0.02611,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.036953,0.032517,0.02987,0.027654,0.0257,0.0257,0.023947,0.021766,0.019575,0.017319,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.016816,0.016365,0.0163,0.0163,0.0163,0.0163,0.015909,0.015418,0.014612,0.012732,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
0.009197,0.009197,0.009197,0.009197,0.009197,0.025397,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.036916,0.032179,0.029351,0.027019,0.025,0.025,0.023066,0.020695,0.018364,0.016033,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.0156,0.01553,0.015154,0.0151,0.0151,0.0151,0.0151,0.014839,0.014539,0.01402,0.012667,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
0.007785,0.007785,0.007785,0.007785,0.007785,0.024793,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.036888,0.031925,0.028931,0.02645,0.0243,0.0243,0.022245,0.019724,0.017242,0.014761,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.014272,0.014122,0.0141,0.0141,0.0141,0.0141,0.013905,0.013679,0.013345,0.012593,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.011679,0.010581,0.010581,0.010581,0.010581,0.010581
0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.024685,0.022128,0.020586,0.019307,0.0182,0.0182,0.017233,0.015994,0.014716,0.013437,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.013675,0.016232,0.0166,0.0166,0.0166,0.0166,0.01888,0.021512,0.02576,0.036212,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.025294,0.008957,0.008957,0.008957,0.008957,0.008957
0.023001,0.023001,0.023001,0.023001,0.023001,0.023001,0.023001,0.023001,0.023001,0.023001,0.023001,0.023001,0.023001,0.023001,0.023001,0.022711,0.020359,0.01894,0.017764,0.016745,0.016745,0.015855,0.014715,0.013539,0.012363,0.012145,0.012145,0.012145,0.012145,0.012145,0.012145,0.012145,0.012145,0.012145,0.012145,0.012145,0.012145,0.012145,0.012145,0.012581,0.014934,0.015273,0.015273,0.015273,0.015273,0.01737,0.019792,0.0237,0.033317,0.034502,0.034502,0.034502,0.034502,0.034502,0.034502,0.034502,0.034502,0.034502,0.02299,0.007582,0.007582,0.007582,0.007582,0.007582
0.021162,0.021162,0.021162,0.021162,0.021162,0.021162,0.021162,0.021162,0.021162,0.021162,0.021162,0.021162,0.021162,0.021162,0.021162,0.020895,0.018731,0.017425,0.016343,0.015406,0.015406,0.014587,0.013539,0.012457,0.011375,0.011174,0.011174,0.011174,0.011174,0.011174,0.011174,0.011174,0.011174,0.011174,0.011174,0.011174,0.011174,0.011174,0.011174,0.011576,0.01374,0.014052,0.014052,0.014052,0.014052,0.015982,0.018209,0.021805,0.030653,0.031743,0.031743,0.031743,0.031743,0.031743,0.031743,0.031743,0.031743,0.031743,0.020913,0.006418,0.006418,0.006418,0.006418,0.006418
0.01947,0.01947,0.01947,0.01947,0.01947,0.01947,0.01947,0.01947,0.01947,0.01947,0.01947,0.01947,0.01947,0.01947,0.01947,0.019225,0.017234,0.016032,0.015037,0.014174,0.014174,0.013421,0.012456,0.011461,0.010465,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028,0.01028,0.01065,0.012641,0.012928,0.012928,0.012928,0.012928,0.014704,0.016754,0.020062,0.028202,0.029205,0.029205,0.029205,0.029205,0.029205,0.029205,0.029205,0.029205,0.029205,0.019039,0.005432,0.005432,0.005432,0.005432,0.005432
0.017913,0.017913,0.017913,0.017913,0.017913,0.017913,0.017913,0.017913,0.017913,0.017913,0.017913,0.017913,0.017913,0.017913,0.017913,0.017688,0.015856,0.01475,0.013834,0.013041,0.013041,0.012348,0.01146,0.010544,0.009628,0.009458,0.009458,0.009458,0.009458,0.009458,0.009458,0.009458,0.009458,0.009458,0.009458,0.009458,0.009458,0.009458,0.009458,0.009798,0.01163,0.011894,0.011894,0.011894,0.011894,0.013528,0.015414,0.018458,0.025947,0.02687,0.02687,0.02687,0.02687,0.02687,0.02687,0.02687,0.02687,0.02687,0.017346,0.004598,0.004598,0.004598,0.004598,0.004598
0.015163,0.015163,0.015163,0.015163,0.015163,0.015918,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016481,0.016273,0.014588,0.013571,0.012728,0.011998,0.011998,0.011361,0.010544,0.009701,0.008859,0.008702,0.008702,0.008702,0.008702,0.008702,0.008702,0.008702,0.008702,0.008702,0.008702,0.008702,0.008702,0.008702,0.008702,0.009015,0.0107,0.010943,0.010943,0.010943,0.010943,0.012446,0.014182,0.016982,0.023872,0.024722,0.024722,0.024722,0.024722,0.024722,0.024722,0.024722,0.024722,0.024722,0.015814,0.003893,0.003893,0.003893,0.003893,0.003893
0.012835,0.012835,0.012835,0.012835,0.012835,0.014168,0.015163,0.015163,0.015163,0.015163,0.015163,0.015163,0.015163,0.015163,0.015163,0.014972,0.013421,0.012486,0.011711,0.011039,0.011039,0.010452,0.009701,0.008926,0.00815,0.008006,0.008006,0.008006,0.008006,0.008006,0.008006,0.008006,0.008006,0.008006,0.008006,0.008006,0.008006,0.008006,0.008006,0.008294,0.009845,0.010068,0.010068,0.010068,0.010068,0.011451,0.013048,0.015624,0.021964,0.022745,0.022745,0.022745,0.022745,0.022745,0.022745,0.022745,0.022745,0.022745,0.022745,0.022745,0.022745,0.022745,0.022745,0.022745
0.010865,0.010865,0.010865,0.010865,0.010865,0.012631,0.013951,0.013951,0.013951,0.013951,0.013951,0.013951,0.013951,0.013951,0.013951,0.013775,0.012348,0.011488,0.010774,0.010156,0.010156,0.009617,0.008925,0.008212,0.007499,0.007366,0.007366,0.007366,0.007366,0.007366,0.007366,0.007366,0.007366,0.007366,0.007366,0.007366,0.007366,0.007366,0.007366,0.007631,0.009058,0.009263,0.009263,0.009263,0.009263,0.010536,0.012004,0.014375,0.020208,0.020926,0.020926,0.020926,0.020926,0.020926,0.020926,0.020926,0.020926,0.020926,0.020926,0.020926,0.020926,0.020926,0.020926,0.020926
0.009197,0.009197,0.009197,0.009197,0.009197,0.01128,0.012835,0.012835,0.012835,0.012835,0.012835,0.012835,0.012835,0.012835,0.012835,0.012674,0.011361,0.010569,0.009913,0.009344,0.009344,0.008848,0.008212,0.007555,0.006899,0.006777,0.006777,0.006777,0.006777,0.006777,0.006777,0.006777,0.006777,0.006777,0.006777,0.006777,0.006777,0.006777,0.006777,0.007021,0.008334,0.008523,0.008523,0.008523,0.008523,0.009693,0.011045,0.013225,0.018592,0.019253,0.019253,0.019253,0.019253,0.019253,0.019253,0.019253,0.019253,0.019253,0.019253,0.019253,0.019253,0.019253,0.019253,0.019253
0.007785,0.007785,0.007785,0.007785,0.007785,0.010088,0.011809,0.011809,0.011809,0.011809,0.011809,0.011809,0.011809,0.011809,0.011809,0.01166,0.010453,0.009724,0.00912,0.008597,0.008597,0.00814,0.007555,0.006951,0.006347,0.006235,0.006235,0.006235,0.006235,0.006235,0.006235,0.006235,0.006235,0.006235,0.006235,0.006235,0.006235,0.006235,0.006235,0.00646,0.007667,0.007841,0.007841,0.007841,0.007841,0.008918,0.010162,0.012168,0.017105,0.017714,0.017714,0.017714,0.017714,0.017714,0.017714,0.017714,0.017714,0.017714,0.017714,0.017714,0.017714,0.017714,0.017714,0.017714
0.00659,0.00659,0.00659,0.00659,0.00659,0.009037,0.010865,0.010865,0.010865,0.010865,0.010865,0.010865,0.010865,0.010865,0.010865,0.010728,0.009617,0.008947,0.008391,0.00791,0.00791,0.007489,0.006951,0.006395,0.00584,0.005737,0.005737,0.005737,0.005737,0.005737,0.005737,0.005737,0.005737,0.005737,0.005737,0.005737,0.005737,0.005737,0.005737,0.005943,0.007054,0.007214,0.007214,0.007214,0.007214,0.008205,0.009349,0.011195,0.015738,0.016297,0.016297,0.016297,0.016297,0.016297,0.016297,0.016297,0.016297,0.016297,0.016297,0.016297,0.016297,0.016297,0.016297,0.016297
