time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2007-09-04T15:59:32.090Z,13.476,120.61,35,4.3,mb,18,166.3,,0.5,us,usp000fme2,2014-11-07T01:33:30.387Z,"Mindoro, Philippines",earthquake,,,,6,reviewed,us,us
2007-08-24T18:17:48.560Z,13.849,120.871,218.8,3.8,mb,18,174.1,,0.51,us,usp000fkm6,2014-11-07T01:33:22.559Z,"Mindoro, Philippines",earthquake,,48.1,,8,reviewed,us,us
2007-08-23T21:01:41.510Z,13.992,121.018,179.9,4.1,mb,15,146.6,,0.64,us,usp000fkhu,2014-11-07T01:33:22.097Z,"Mindoro, Philippines",earthquake,,15.3,,5,reviewed,us,us
2007-08-21T03:27:58.410Z,14.732,120.488,131.7,4.5,mb,13,128.1,,0.82,us,usp000fkbn,2014-11-07T01:33:20.211Z,"Luzon, Philippines",earthquake,,26.5,,3,reviewed,us,us
2007-08-21T01:50:35.250Z,13.578,120.593,35,4.5,mb,11,172.6,,0.62,us,usp000fkbf,2014-11-07T01:33:20.200Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
2007-08-19T16:22:08.960Z,13.451,120.587,10,4.3,mb,8,173.7,,0.8,us,usp000fk72,2014-11-07T01:33:19.404Z,"Mindoro, Philippines",earthquake,,0,,2,reviewed,us,us
2007-08-01T07:54:30.810Z,16.078,120.204,63.5,4.5,mb,25,123.2,,0.54,us,usp000fhkf,2014-11-07T01:33:08.569Z,"Luzon, Philippines",earthquake,,7.3,,7,reviewed,us,us
2007-07-21T21:24:33.610Z,14.09,120.58,10,0,,7,174.3,,1.29,us,usp000fgtq,2014-11-07T01:33:02.132Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
2007-07-17T12:42:48.730Z,13.455,120.85,151.4,4.8,mb,61,82.1,,0.82,us,usp000fgeq,2014-11-07T01:32:58.923Z,"Mindoro, Philippines",earthquake,,12.4,,15,reviewed,us,us
2007-07-16T13:42:25.230Z,15.065,120.398,10,4.1,mb,10,118.8,,1.14,us,usp000fgbx,2014-11-07T01:32:58.516Z,"Luzon, Philippines",earthquake,,0,,1,reviewed,us,us
2007-07-10T04:09:04.030Z,13.541,120.732,35,4.5,mb,16,172.9,,0.57,us,usp000ffws,2014-11-07T01:32:56.145Z,"Mindoro, Philippines",earthquake,,,,1,reviewed,us,us
2007-07-05T21:42:52.840Z,14.19,120.688,142.4,4.1,mb,11,174.7,,0.41,us,usp000ffjk,2014-11-07T01:32:54.719Z,"Luzon, Philippines",earthquake,,30.8,,2,reviewed,us,us
2007-06-10T03:22:06.040Z,13.737,120.933,200,3.7,mb,10,177.6,,0.61,us,usp000fdra,2014-11-07T01:32:40.827Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
2007-05-15T13:17:46.910Z,13.659,121.151,212.7,4.2,mb,27,98.3,,1.38,us,usp000fc0p,2014-11-07T01:32:28.313Z,"Mindoro, Philippines",earthquake,,48.5,,10,reviewed,us,us
2007-05-11T22:28:05.320Z,14.044,120.571,35,4.7,mb,10,162.8,,1.91,us,usp000fbsz,2014-11-07T01:32:27.385Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
2007-05-09T07:42:32.750Z,14.866,120.148,10,4.4,mb,18,159.2,,0.62,us,usp000fbk3,2014-11-07T01:32:25.973Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
2007-05-02T01:06:02.380Z,16.369,121.132,49.8,4.5,mb,38,113.1,,0.76,us,usp000fb1z,2014-11-07T01:32:22.088Z,"Luzon, Philippines",earthquake,,7.9,,12,reviewed,us,us
2007-05-01T09:19:38.700Z,13.819,121.068,35,4.5,mb,12,141.2,,1.13,us,usp000fb0c,2014-11-07T01:32:21.658Z,"Mindoro, Philippines",earthquake,,,,1,reviewed,us,us
2007-04-22T01:04:04.500Z,13.662,120.703,35,4.6,mb,19,137.9,,1.15,us,usp000faa3,2014-11-07T01:32:15.159Z,"Mindoro, Philippines",earthquake,,,,6,reviewed,us,us
2007-04-21T05:16:38.690Z,15.831,119.369,52.8,4.6,mb,19,134.6,,0.75,us,usp000fa83,2014-11-07T01:32:14.753Z,"Luzon, Philippines",earthquake,,20.2,,5,reviewed,us,us
2007-04-21T02:33:34.740Z,13.75,120.866,75.2,4.2,mb,17,176.7,,0.68,us,usp000fa7w,2014-11-07T01:32:14.741Z,"Mindoro, Philippines",earthquake,,69,,10,reviewed,us,us
2007-04-18T09:25:11.390Z,14.101,120.55,25,4.6,mb,19,138.6,,1.13,us,usp000f9zn,2014-11-07T01:32:13.213Z,"Luzon, Philippines",earthquake,,0,,6,reviewed,us,us
2007-03-20T02:49:33.880Z,13.442,120.591,35,4.6,mb,15,163.4,,0.94,us,usp000f713,2014-11-07T01:31:54.095Z,"Mindoro, Philippines",earthquake,,,,4,reviewed,us,us
2007-02-22T05:39:26.330Z,13.455,120.757,158.8,4.2,mb,24,103.5,,0.63,us,usp000f5ck,2014-11-07T01:31:40.796Z,"Mindoro, Philippines",earthquake,,40.1,,11,reviewed,us,us
2007-02-02T18:52:21.590Z,13.806,120.92,125.4,4.7,mb,31,134.2,,0.82,us,usp000f45e,2014-11-07T01:31:32.919Z,"Mindoro, Philippines",earthquake,,6.3,,13,reviewed,us,us
2007-01-25T01:04:29.210Z,13.685,120.988,157.1,4.4,mb,10,155.3,,0.9,us,usp000f3hc,2014-11-07T01:31:27.165Z,"Mindoro, Philippines",earthquake,,8.5,,3,reviewed,us,us
2007-01-17T09:17:59.550Z,13.606,120.732,165.2,0,,9,163,,0.49,us,usp000f2uz,2014-11-07T01:31:23.914Z,"Mindoro, Philippines",earthquake,,8.8,,,reviewed,us,us
2007-01-07T19:51:56.400Z,13.767,120.435,92.7,4,mb,7,165.5,,0.43,us,usp000f1wy,2014-11-07T01:31:19.681Z,"Mindoro, Philippines",earthquake,,,,1,reviewed,us,us
2006-12-30T17:55:53.500Z,13.517,120.103,210.8,4.4,mb,8,143.9,,1.39,us,usp000f1br,2014-11-07T01:31:13.360Z,"Mindoro, Philippines",earthquake,,19.2,,1,reviewed,us,us
2006-12-03T09:28:12.110Z,16.076,119.34,65.7,4.5,mb,24,116.4,,0.92,us,usp000eze5,2014-11-07T01:31:04.474Z,"Luzon, Philippines",earthquake,,10.7,,8,reviewed,us,us
2006-11-22T01:45:54.350Z,16.055,119.586,35,3.9,mb,11,172.4,,0.81,us,usp000eygm,2014-11-07T01:30:55.485Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
2006-11-21T13:10:45.660Z,15.811,119.296,74.1,4.6,mb,23,98.7,,0.88,us,usp000eyf9,2014-11-07T01:30:55.352Z,"Luzon, Philippines",earthquake,,14.4,,5,reviewed,us,us
2006-11-21T01:08:57.410Z,13.793,120.333,76,4.7,mb,51,102.9,,0.92,us,usp000eye7,2014-11-07T01:30:55.128Z,"Mindoro, Philippines",earthquake,,6.8,,16,reviewed,us,us
2006-11-20T03:07:01.890Z,15.724,119.151,35,4.2,mb,6,175.5,,0.88,us,usp000eyax,2014-11-07T01:30:54.475Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
2006-11-17T05:13:01.630Z,13.837,120.941,228.7,3.5,mb,7,165.2,,0.72,us,usp000exyw,2014-11-07T01:30:52.543Z,"Mindoro, Philippines",earthquake,,9.1,,1,reviewed,us,us
2006-11-15T10:12:10.130Z,15.341,120.004,30.9,4.5,mb,22,123,,1.43,us,usp000exff,2014-11-07T01:30:49.312Z,"Luzon, Philippines",earthquake,,,,7,reviewed,us,us
2006-11-14T00:55:44.930Z,13.784,120.69,121.9,5.2,mwc,157,43.1,,0.8,us,usp000exbn,2016-11-10T01:30:55.273Z,"Mindoro, Philippines",earthquake,,4.6,,,reviewed,us,gcmt
2006-11-13T23:34:58.700Z,13.489,120.599,10,4.3,mb,14,139.9,,0.78,us,usp000exba,2014-11-07T01:30:48.871Z,"Mindoro, Philippines",earthquake,,,,7,reviewed,us,us
2006-11-12T02:17:15.750Z,14.863,120.187,158.1,4.1,mb,8,162.7,,0.79,us,usp000ex6r,2014-11-07T01:30:48.182Z,"Luzon, Philippines",earthquake,,17.1,,1,reviewed,us,us
2006-10-24T14:51:47.170Z,13.915,120.893,100.6,4.4,mb,14,145.5,,0.85,us,usp000evxw,2014-11-07T01:30:37.559Z,"Mindoro, Philippines",earthquake,,7.5,,4,reviewed,us,us
2006-10-18T23:33:31.590Z,13.941,120.633,117,4.3,mb,20,83.7,,0.7,us,usp000evg5,2014-11-07T01:30:35.510Z,"Mindoro, Philippines",earthquake,,,,4,reviewed,us,us
2006-10-09T17:16:40.770Z,14.77,119.782,78.4,3.8,mb,11,136.4,,0.32,us,usp000eutt,2014-11-07T01:30:31.734Z,"Luzon, Philippines",earthquake,,11.7,,1,reviewed,us,us
2006-10-02T13:26:31.870Z,13.691,121.144,208.1,3.9,mb,18,137.3,,0.99,us,usp000eube,2014-11-07T01:30:29.129Z,"Mindoro, Philippines",earthquake,,49.4,,5,reviewed,us,us
2006-09-25T17:39:19.260Z,13.569,121.068,144.3,4.3,mb,11,171.9,,0.46,us,usp000ettg,2014-11-07T01:30:16.665Z,"Mindoro, Philippines",earthquake,,7.6,,2,reviewed,us,us
2006-09-24T17:17:10.210Z,15.786,121.421,36.7,4.5,mb,14,127.2,,0.54,us,usp000etrb,2014-11-07T01:30:16.377Z,"Luzon, Philippines",earthquake,,18,,3,reviewed,us,us
2006-09-18T21:03:59.700Z,15.235,120.604,106.4,4,mb,17,175.4,,0.52,us,usp000etbz,2014-11-07T01:30:14.953Z,"Luzon, Philippines",earthquake,,9.2,,4,reviewed,us,us
2006-09-10T15:01:44.150Z,15.259,119.756,68.8,4.5,mb,28,91.8,,1.1,us,usp000esva,2014-11-07T01:30:11.744Z,"Luzon, Philippines",earthquake,,8.8,,6,reviewed,us,us
2006-09-03T04:22:16.310Z,14.864,119.739,49.3,4.6,mb,34,107.6,,1.01,us,usp000escm,2014-11-07T01:30:09.000Z,"Luzon, Philippines",earthquake,,13.6,,10,reviewed,us,us
2006-08-29T22:53:26.850Z,13.603,120.819,74,4,mb,13,162.8,,0.6,us,usp000es25,2014-11-07T01:30:03.208Z,"Mindoro, Philippines",earthquake,,19.5,,4,reviewed,us,us
2006-08-16T23:40:41.790Z,15.495,120.215,91.8,4,mb,22,144.9,,0.49,us,usp000er3m,2014-11-07T01:29:58.824Z,"Luzon, Philippines",earthquake,,8.6,,4,reviewed,us,us
2006-08-16T01:57:48.660Z,13.561,120.57,70.1,4.5,mb,31,124.1,,0.93,us,usp000er15,2014-11-07T01:29:58.472Z,"Mindoro, Philippines",earthquake,,,,8,reviewed,us,us
2006-08-12T09:30:08.950Z,13.86,120.514,78.6,5,mb,67,96.8,,0.91,us,usp000eqsy,2014-11-07T01:29:57.216Z,"Mindoro, Philippines",earthquake,,,,28,reviewed,us,us
2006-08-10T03:28:32.480Z,13.436,120.407,60.1,4.7,mb,32,104.4,,0.73,us,usp000eqmp,2014-11-07T01:29:56.468Z,"Mindoro, Philippines",earthquake,,10.9,,9,reviewed,us,us
2006-08-07T10:22:03.750Z,13.555,120.784,76.4,4.8,mb,11,162.9,,0.56,us,usp000eqe2,2014-11-07T01:29:55.215Z,"Mindoro, Philippines",earthquake,,21.6,,1,reviewed,us,us
2006-08-04T18:20:51.720Z,15.071,120.143,84.9,4.5,mb,49,115.4,,0.8,us,usp000eq89,2014-11-07T01:29:54.259Z,"Luzon, Philippines",earthquake,,8.5,,15,reviewed,us,us
2006-08-04T15:18:39.920Z,13.677,120.933,191.5,3.7,mb,11,157.6,,0.61,us,usp000eq80,2014-11-07T01:29:54.204Z,"Mindoro, Philippines",earthquake,,7.1,,1,reviewed,us,us
2006-07-31T03:59:06.670Z,14.196,119.508,35,4.4,mb,6,171.5,,0.63,us,usp000epy9,2014-11-07T01:29:49.111Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
2006-07-20T15:16:42.910Z,15.043,118.614,26.7,4.3,mb,8,127,,0.98,us,usp000ep6h,2014-11-07T01:29:43.676Z,Philippine Islands region,earthquake,,,,1,reviewed,us,us
2006-07-10T09:40:14.350Z,14.889,120.058,82.4,4.1,mb,15,159.4,,0.69,us,usp000enaq,2014-11-07T01:29:37.563Z,"Luzon, Philippines",earthquake,,14,,2,reviewed,us,us
2006-07-10T03:54:53.550Z,14.945,120.11,71.8,4.9,mwc,82,67.1,,0.81,us,usp000ena7,2016-11-10T01:25:21.810Z,"Luzon, Philippines",earthquake,,6.3,,,reviewed,us,hrv
2006-06-24T09:19:02.810Z,13.675,121.152,77,4.2,mb,7,175.4,,0.4,us,usp000em4w,2014-11-07T01:29:26.914Z,"Mindoro, Philippines",earthquake,,9.4,,1,reviewed,us,us
2006-06-07T03:35:09.540Z,16.414,120.104,103.5,4.3,mb,12,184.3,,0.46,us,usp000ejvf,2014-11-07T01:29:20.106Z,"Luzon, Philippines",earthquake,,12,,5,reviewed,us,us
2006-06-01T05:17:33.790Z,14.901,119.901,67.9,4.7,mb,74,30,,0.82,us,usp000eje7,2014-11-07T01:29:15.828Z,"Luzon, Philippines",earthquake,,8.6,,28,reviewed,us,us
2006-05-31T07:29:36.430Z,14.605,120.212,25,4.9,mb,17,140.9,,1.41,us,usp000ejc6,2014-11-07T01:29:13.246Z,"Luzon, Philippines",earthquake,,0,,11,reviewed,us,us
2006-05-28T16:44:16.280Z,13.665,120.618,84.6,5,mb,25,127.2,,0.63,us,usp000ej63,2014-11-07T01:29:12.305Z,"Mindoro, Philippines",earthquake,,,,14,reviewed,us,us
2006-05-22T05:31:10.930Z,13.832,120.255,68.3,4.8,mb,37,74.4,,1.11,us,usp000ehp3,2014-11-07T01:29:09.509Z,"Mindoro, Philippines",earthquake,,,,10,reviewed,us,us
2006-04-16T08:34:20.910Z,14.128,118.817,35,4,mb,8,103.7,,0.89,us,usp000eep1,2014-11-07T01:28:50.833Z,Philippine Islands region,earthquake,,,,1,reviewed,us,us
2006-04-05T11:25:38.250Z,15.561,119.788,104.3,4.2,mb,12,162.8,,0.53,us,usp000edra,2014-11-07T01:28:43.504Z,"Luzon, Philippines",earthquake,,13.1,,2,reviewed,us,us
2006-04-03T11:14:21.270Z,13.695,120.637,111.3,4.3,mb,20,139.7,,0.55,us,usp000edkq,2014-11-07T01:28:42.720Z,"Mindoro, Philippines",earthquake,,7.6,,7,reviewed,us,us
2006-04-02T20:19:34.640Z,14.726,119.407,37.9,4.1,mb,10,167,,0.71,us,usp000edj3,2014-11-07T01:28:42.406Z,"Luzon, Philippines",earthquake,,28.6,,2,reviewed,us,us
2006-03-30T22:41:58.970Z,13.498,120.375,35,4.7,mb,35,114.7,,0.95,us,usp000eda5,2014-11-07T01:28:37.125Z,"Mindoro, Philippines",earthquake,,,,13,reviewed,us,us
2006-03-30T21:18:35.480Z,13.953,120.157,10,4.7,mb,43,115.2,,0.73,us,usp000ed9y,2014-11-07T01:28:37.109Z,"Mindoro, Philippines",earthquake,,,,23,reviewed,us,us
2006-03-18T16:26:08.350Z,16.043,120.014,115.1,4,mb,14,171.7,,0.79,us,usp000ecdz,2014-11-07T01:28:32.598Z,"Luzon, Philippines",earthquake,,12.7,,2,reviewed,us,us
2006-03-15T18:23:06.310Z,14.721,119.72,71.6,4.5,mb,20,163.7,,0.94,us,usp000ec7v,2014-11-07T01:28:31.972Z,"Luzon, Philippines",earthquake,,15.6,,2,reviewed,us,us
2006-03-13T22:33:53.020Z,15.008,120.406,136.4,4.7,mb,62,56.8,,0.8,us,usp000ec3k,2014-11-07T01:28:31.402Z,"Luzon, Philippines",earthquake,,5.4,,24,reviewed,us,us
2006-03-09T14:25:32.040Z,13.391,120.037,10,4.3,mb,10,164.5,,0.83,us,usp000ebr2,2014-11-07T01:28:29.849Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
2006-03-06T03:11:24.760Z,13.37,120.372,35,4.8,mb,12,140.3,,0.72,us,usp000ebh9,2014-11-07T01:28:28.902Z,"Mindoro, Philippines",earthquake,,,,4,reviewed,us,us
2006-03-05T13:36:57.040Z,13.434,120.308,36.1,3.9,mb,18,114.8,,1.09,us,usp000ebfq,2014-11-07T01:28:28.755Z,"Mindoro, Philippines",earthquake,,13.1,,3,reviewed,us,us
2006-03-03T20:19:41.800Z,13.37,120.202,35,4.3,mb,12,164.2,,0.95,us,usp000ebap,2014-11-07T01:28:27.854Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
2006-03-03T14:22:01.190Z,13.531,120.446,48.8,4.8,mb,53,89.3,,0.93,us,usp000eba5,2014-11-07T01:28:27.743Z,"Mindoro, Philippines",earthquake,,,,33,reviewed,us,us
2006-03-01T17:20:34.860Z,13.403,120.231,35,4.3,mb,18,140.5,,0.93,us,usp000eb47,2014-11-07T01:28:25.640Z,"Mindoro, Philippines",earthquake,,,,4,reviewed,us,us
2006-03-01T16:43:03.060Z,13.432,120.206,35,4.4,mb,20,143.2,,0.91,us,usp000eb43,2014-11-07T01:28:25.594Z,"Mindoro, Philippines",earthquake,,,,5,reviewed,us,us
2006-03-01T16:24:00.370Z,13.355,120.295,35,4.3,mb,10,164,,0.46,us,usp000eb42,2014-11-07T01:28:25.588Z,"Mindoro, Philippines",earthquake,,,,3,reviewed,us,us
2006-03-01T15:38:48.370Z,13.385,120.239,35,4.3,mb,9,164.1,,0.53,us,usp000eb3x,2014-11-07T01:28:25.550Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
2006-03-01T15:14:16.090Z,13.396,120.198,35,4.6,mb,5,184.3,,0.52,us,usp000eb3v,2014-11-07T01:28:25.540Z,"Mindoro, Philippines",earthquake,,,,1,reviewed,us,us
2006-03-01T14:02:04.130Z,13.39,120.257,35,4.6,mb,17,164.1,,1.06,us,usp000eb3m,2014-11-07T01:28:25.418Z,"Mindoro, Philippines",earthquake,,,,4,reviewed,us,us
2006-03-01T12:43:19.180Z,13.388,120.224,35,4.3,mb,16,164.1,,0.79,us,usp000eb3j,2014-11-07T01:28:25.398Z,"Mindoro, Philippines",earthquake,,,,4,reviewed,us,us
2006-03-01T11:04:12.190Z,13.459,120.515,22.3,5.8,mwc,188,36,,0.85,us,usp000eb3e,2017-04-13T22:19:52.631Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
2006-02-22T14:47:38.980Z,15.463,120.751,200.6,3.9,mb,20,135.7,,0.9,us,usp000eaku,2014-11-07T01:28:20.966Z,"Luzon, Philippines",earthquake,,9.8,,4,reviewed,us,us
2006-02-17T21:44:45.030Z,14.159,120.832,239.9,3.8,mb,18,135.8,,0.58,us,usp000ea8f,2014-11-07T01:28:19.144Z,"Luzon, Philippines",earthquake,,6.5,,5,reviewed,us,us
2006-02-11T08:16:04.020Z,15.435,121.989,35,4.2,mb,9,189.6,,1.07,us,usp000e9xe,2014-11-07T01:28:17.977Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
2006-02-11T08:03:19.780Z,15.393,121.948,46.8,4.5,mb,17,135.5,,0.96,us,usp000e9xd,2014-11-07T01:28:17.975Z,"Luzon, Philippines",earthquake,,12.3,,3,reviewed,us,us
2006-02-11T02:27:20.060Z,15.378,121.89,48,4.4,mb,25,101.4,,1,us,usp000e9wx,2014-11-07T01:28:17.913Z,"Luzon, Philippines",earthquake,,11.8,,9,reviewed,us,us
2006-02-08T04:22:26.610Z,14.812,119.107,52.6,4.2,mb,11,160.9,,0.4,us,usp000e9re,2014-11-07T01:28:17.362Z,"Luzon, Philippines",earthquake,,24.3,,3,reviewed,us,us
2006-02-07T01:18:51.400Z,13.893,120.812,120.2,4.4,mb,41,60.6,,0.86,us,usp000e9p5,2014-11-07T01:28:17.107Z,"Mindoro, Philippines",earthquake,,5.8,,12,reviewed,us,us
2006-02-03T14:44:10.740Z,13.661,120.702,103.2,4.5,mb,29,116.4,,0.66,us,usp000e9db,2014-11-07T01:28:15.476Z,"Mindoro, Philippines",earthquake,,,,12,reviewed,us,us
2006-01-09T02:40:25.440Z,13.425,120.43,41.7,5.3,mwc,51,96.3,,1.32,us,usp000e7wg,2016-11-10T01:16:37.631Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
2006-01-08T20:09:11.180Z,15.998,119.314,40.7,4.4,mb,20,123.4,,1.04,us,usp000e7vk,2014-11-07T01:28:05.094Z,"Luzon, Philippines",earthquake,,,,6,reviewed,us,us
2006-01-08T18:38:53.820Z,13.979,120.871,113.2,4.6,mb,18,130.5,,1.07,us,usp000e7vb,2014-11-07T01:28:05.081Z,"Mindoro, Philippines",earthquake,,,,4,reviewed,us,us
2006-01-07T08:33:47.420Z,15.836,120.618,148,4.7,mb,71,57.4,,0.88,us,usp000e7s8,2014-11-07T01:28:04.577Z,"Luzon, Philippines",earthquake,,,,26,reviewed,us,us
2005-12-26T03:07:07.830Z,15.365,122.032,35,4.3,mb,12,176.9,,0.98,us,usp000e6x3,2014-11-07T01:27:57.079Z,Philippine Islands region,earthquake,,,,3,reviewed,us,us
2005-12-24T14:52:36.970Z,13.938,120.762,229.1,4.6,mb,67,84,,0.81,us,usp000e6sq,2014-11-07T01:27:56.316Z,"Mindoro, Philippines",earthquake,,,,24,reviewed,us,us
2005-12-11T16:23:35.520Z,14.018,120.717,201.6,5.6,mwc,190,33.3,,0.81,us,usp000e5zn,2016-11-10T01:15:39.623Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
2005-11-30T04:21:33.590Z,13.725,120.784,129.3,4.7,mb,36,112,,0.94,us,usp000e576,2014-11-07T01:27:45.141Z,"Mindoro, Philippines",earthquake,,6.4,,13,reviewed,us,us
2005-11-20T04:21:46.250Z,16.103,119.479,79.5,4.3,mb,18,174.9,,0.77,us,usp000e4hk,2014-11-07T01:27:41.349Z,"Luzon, Philippines",earthquake,,14.8,,5,reviewed,us,us
2005-11-08T03:12:50.790Z,13.491,120.818,142.2,4.7,mb,14,145.9,,0.41,us,usp000e3qs,2014-11-07T01:27:37.012Z,"Mindoro, Philippines",earthquake,,10.7,,2,reviewed,us,us
2005-10-27T15:19:10.520Z,13.586,120.716,29.2,4.8,mwc,39,113.2,,1.03,us,usp000e2yb,2016-11-10T01:13:42.106Z,"Mindoro, Philippines",earthquake,,9,,,reviewed,us,hrv
2005-10-23T11:01:43.590Z,14.282,120.678,127.4,4.6,mb,18,142,,0.97,us,usp000e2me,2014-11-07T01:27:28.051Z,"Luzon, Philippines",earthquake,,13.7,,7,reviewed,us,us
2005-10-14T09:04:56.990Z,13.584,120.685,143.6,0,,7,165.9,,0.44,us,usp000e1tj,2014-11-07T01:27:23.424Z,"Mindoro, Philippines",earthquake,,9.8,,,reviewed,us,us
2005-10-09T14:17:17.540Z,15.91,119.121,61.3,4.5,mb,16,109.5,,0.8,us,usp000e1ds,2014-11-07T01:27:20.609Z,"Luzon, Philippines",earthquake,,14.3,,3,reviewed,us,us
2005-09-26T10:40:03.220Z,13.786,120.046,10,4.7,mb,54,54.5,,1.02,us,usp000e0a5,2014-11-07T01:27:10.104Z,"Mindoro, Philippines",earthquake,,,,18,reviewed,us,us
2005-09-25T11:35:06.360Z,13.698,120.814,203.6,4.5,mb,65,42.8,,0.86,us,usp000e07a,2014-11-07T01:27:09.454Z,"Mindoro, Philippines",earthquake,,,,20,reviewed,us,us
2005-09-22T23:22:16.740Z,13.781,120.777,145.6,4.9,mwc,69,48.9,,0.72,us,usp000dzzb,2016-11-10T01:11:51.185Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
2005-09-06T22:24:31.950Z,15.061,120.258,35,4.5,mb,13,174.4,,0.69,us,usp000dywk,2014-11-07T01:27:01.295Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
2005-09-01T03:19:08.780Z,14.915,119.755,50,4.6,mb,24,136.8,,0.95,us,usp000dyfg,2014-11-07T01:26:57.169Z,"Luzon, Philippines",earthquake,,0,,11,reviewed,us,us
2005-08-31T21:26:59.330Z,15.014,120.027,10,4.5,mb,24,137.5,,0.73,us,usp000dyea,2014-11-07T01:26:55.059Z,"Luzon, Philippines",earthquake,,,,5,reviewed,us,us
2005-08-31T19:26:27.810Z,14.841,119.776,50,4.5,mb,15,143.4,,0.93,us,usp000dye5,2014-11-07T01:26:55.051Z,"Luzon, Philippines",earthquake,,0,,2,reviewed,us,us
2005-07-24T10:41:07.330Z,15.279,120.685,144.7,4.5,mb,28,112.8,,1.04,us,usp000dvt2,2014-11-07T01:26:32.451Z,"Luzon, Philippines",earthquake,,11.6,,10,reviewed,us,us
2005-06-11T05:06:38.970Z,15.215,122.093,33.3,4.7,mb,35,131.1,,1.12,us,usp000dsq7,2014-11-07T01:26:10.242Z,Philippine Islands region,earthquake,,,,13,reviewed,us,us
2005-06-07T03:23:57.290Z,14.738,119.636,50,4.7,mb,9,171,,0.83,us,usp000dsd6,2014-11-07T01:26:08.966Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
2005-06-04T14:28:37.490Z,13.479,120.576,61.5,4.8,mwc,37,123.8,,1.16,us,usp000ds6x,2016-11-10T01:06:59.388Z,"Mindoro, Philippines",earthquake,,17.2,,,reviewed,us,hrv
2005-05-30T10:56:52.050Z,13.611,119.789,42.4,4.3,mb,14,111.6,,1.31,us,usp000drwc,2014-11-07T01:25:59.460Z,Philippine Islands region,earthquake,,,,3,reviewed,us,us
2005-05-20T05:51:21.640Z,13.929,120.66,157.7,4.2,mb,12,135.4,,0.71,us,usp000dr6y,2014-11-07T01:25:56.265Z,"Mindoro, Philippines",earthquake,,57.2,,2,reviewed,us,us
2005-05-17T05:12:55.820Z,14.154,119.407,50,4.5,mb,35,101.8,,0.95,us,usp000dr0e,2014-11-07T01:25:55.252Z,"Luzon, Philippines",earthquake,,,,14,reviewed,us,us
2005-05-17T00:53:44.030Z,13.603,120.908,117.8,4.6,mb,27,120.3,,0.95,us,usp000dqzz,2014-11-07T01:25:55.201Z,"Mindoro, Philippines",earthquake,,,,6,reviewed,us,us
2005-05-16T17:58:42.730Z,14.259,120.599,188.7,4.1,mb,24,105.6,,0.68,us,usp000dqz7,2014-11-07T01:25:55.121Z,"Luzon, Philippines",earthquake,,21.6,,8,reviewed,us,us
2005-05-11T11:54:17.110Z,14.08,120.636,141.4,4.2,mb,28,103.2,,0.81,us,usp000dqgh,2014-11-07T01:25:51.760Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
2005-04-26T10:06:54.790Z,13.461,120.718,150,4.6,mb,7,174.1,,1.12,us,usp000dp9h,2014-11-07T01:25:41.367Z,"Mindoro, Philippines",earthquake,,,,1,reviewed,us,us
2005-04-19T00:31:42.730Z,13.918,120.71,173.6,5,mwc,142,80,,0.88,us,usp000dnqn,2016-11-10T01:05:07.916Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
2005-04-16T01:35:32.080Z,13.614,120.896,158,4.3,mb,51,115.8,,0.87,us,usp000dnfc,2014-11-07T01:25:36.350Z,"Mindoro, Philippines",earthquake,,18.4,,16,reviewed,us,us
2005-04-14T16:25:16.310Z,13.716,120.271,24.5,5.1,mwc,91,76.4,,0.84,us,usp000dnbd,2016-11-10T01:04:58.205Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
2005-04-12T16:06:55.280Z,16.21,120.153,10,4.2,mb,20,132.8,,0.8,us,usp000dn61,2014-11-07T01:25:34.433Z,"Luzon, Philippines",earthquake,,,,8,reviewed,us,us
2005-04-08T06:09:49.360Z,15.48,119.287,31.6,5.3,mwc,124,54.5,,0.82,us,usp000dmkd,2016-11-10T01:04:29.954Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
