time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1990-07-16T09:15:39.820Z,15.785,120.66,33,4.8,mb,,,,0.6,us,usp0004byj,2014-11-07T00:46:42.473Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
1990-07-16T09:11:30.430Z,16.477,120.469,33,4.8,mb,,,,1.1,us,usp0004byg,2014-11-07T00:46:42.466Z,"Luzon, Philippines",earthquake,,,,13,reviewed,us,us
1990-07-16T09:07:55.230Z,16.309,120.333,33,4.6,mb,,,,0.7,us,usp0004byf,2014-11-07T00:46:42.465Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1990-07-16T09:03:01.850Z,15.979,120.434,33,4.5,mb,,,,1.3,us,usp0004byd,2014-11-07T00:46:42.460Z,"Luzon, Philippines",earthquake,,,,6,reviewed,us,us
1990-07-16T08:50:23.140Z,16.407,121.072,33,5.2,mb,,,,1.1,us,usp0004bya,2014-11-07T00:46:42.412Z,"Luzon, Philippines",earthquake,,,,40,reviewed,us,us
1990-07-16T08:43:56.990Z,15.672,120.912,33,4.9,mb,,,,1.2,us,usp0004by9,2014-11-07T00:46:42.304Z,"Luzon, Philippines",earthquake,,,,14,reviewed,us,us
1990-07-16T08:35:32.700Z,16.18,120.857,33,5.3,mb,,,,1.2,us,usp0004by8,2014-11-07T00:46:42.252Z,"Luzon, Philippines",earthquake,,,,28,reviewed,us,us
1990-07-16T08:32:00.990Z,16.753,120.471,33,5,mb,,,,0.5,us,usp0004by7,2014-11-07T00:46:42.245Z,"Luzon, Philippines",earthquake,,,,6,reviewed,us,us
1990-07-16T08:30:32.930Z,16.165,120.179,33,5,mb,,,,1.4,us,usp0004by6,2014-11-07T00:46:42.133Z,"Luzon, Philippines",earthquake,,,,7,reviewed,us,us
1990-07-16T08:26:59.960Z,16.332,121.014,33,4.8,mb,,,,0.9,us,usp0004by5,2014-11-07T00:46:42.128Z,"Luzon, Philippines",earthquake,,,,12,reviewed,us,us
1990-07-16T08:25:06.340Z,15.463,120.756,33,4.6,mb,,,,0.4,us,usp0004by4,2014-11-07T00:46:42.060Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1990-07-16T08:17:07.900Z,15.752,120.747,33,4.6,mb,,,,1.1,us,usp0004by3,2014-11-07T00:46:41.946Z,"Luzon, Philippines",earthquake,,,,7,reviewed,us,us
1990-07-16T08:05:55.970Z,16.207,120.612,33,4.8,mb,,,,1.6,us,usp0004by2,2014-11-07T00:46:41.944Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
1990-07-16T08:00:52.460Z,16.499,120.24,33,5.2,mb,,,,1.4,us,usp0004by1,2014-11-07T00:46:41.940Z,"Luzon, Philippines",earthquake,,,,10,reviewed,us,us
1990-07-16T07:59:39.360Z,15.762,121.038,33,4.9,mb,,,,1.3,us,usp0004by0,2014-11-07T00:46:41.937Z,"Luzon, Philippines",earthquake,,,,6,reviewed,us,us
1990-07-16T07:53:51.890Z,16.293,120.408,33,5.4,mb,,,,0.9,us,usp0004bxz,2014-11-07T00:46:41.930Z,"Luzon, Philippines",earthquake,,,,21,reviewed,us,us
1990-07-16T07:45:58.750Z,15.664,121.178,33,5.2,mb,,,,1,us,usp0004bxy,2014-11-07T00:46:41.927Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1990-07-16T07:40:36.880Z,16.857,120.35,33,5.3,mb,,,,0.5,us,usp0004bxv,2014-11-07T00:46:41.875Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1990-07-16T07:38:11.730Z,16.619,120.404,33,5.3,mb,,,,1,us,usp0004bxu,2014-11-07T00:46:41.862Z,"Luzon, Philippines",earthquake,,,,6,reviewed,us,us
1990-07-16T07:26:34.610Z,15.679,121.172,25.1,7.7,mw,,,,1.1,us,usp0004bxs,2017-04-26T17:44:26.900Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1990-05-29T12:35:28.920Z,15.97,120.237,45.9,5.2,mw,,,,1,us,usp00049x9,2016-11-09T01:36:05.949Z,"Luzon, Philippines",earthquake,,5.5,,,reviewed,us,hrv
1990-05-24T19:02:28.280Z,13.749,120.681,78.3,4.9,mb,,,,0.7,us,usp00049q6,2014-11-07T00:46:23.973Z,"Mindoro, Philippines",earthquake,,13.1,,7,reviewed,us,us
1990-05-17T09:40:11.470Z,13.504,121.026,33,5.1,mb,,,,1,us,usp00049dw,2014-11-07T00:46:22.512Z,"Mindoro, Philippines",earthquake,,,,4,reviewed,us,us
1990-05-05T06:14:02.660Z,13.778,120.723,139.9,4.3,mb,,,,0.7,us,usp00048vp,2014-11-07T00:46:17.342Z,"Mindoro, Philippines",earthquake,,9.9,,8,reviewed,us,us
1990-04-13T04:45:00.760Z,15.855,121.197,33,4.8,mb,,,,1.2,us,usp00047vd,2014-11-07T00:46:09.319Z,"Luzon, Philippines",earthquake,,,,15,reviewed,us,us
1990-03-28T00:50:31.530Z,13.872,120.803,204.5,4.6,mb,,,,1,us,usp000475h,2014-11-07T00:45:59.445Z,"Mindoro, Philippines",earthquake,,5.6,,12,reviewed,us,us
1990-02-21T22:31:59.670Z,15.069,119.199,33,4.7,mb,,,,1,us,usp00045rn,2014-11-07T00:45:47.310Z,"Luzon, Philippines",earthquake,,,,10,reviewed,us,us
1990-02-20T14:09:22.040Z,14.373,119.217,10,4.8,mb,,,,1,us,usp00045ph,2014-11-07T00:45:47.101Z,"Luzon, Philippines",earthquake,,,,10,reviewed,us,us
1990-02-17T06:37:55.950Z,14.422,119.392,33,4.6,mb,,,,1,us,usp00045j8,2014-11-07T00:45:45.545Z,"Luzon, Philippines",earthquake,,,,6,reviewed,us,us
1990-02-16T12:42:10.050Z,14.612,120.192,33,4.5,mb,,,,0.7,us,usp00045gv,2014-11-07T00:45:44.516Z,"Luzon, Philippines",earthquake,,,,5,reviewed,us,us
1990-02-16T00:30:37.870Z,14.414,119.39,32.7,4.8,mb,,,,1.1,us,usp00045g9,2014-11-07T00:45:43.763Z,"Luzon, Philippines",earthquake,,,,9,reviewed,us,us
1990-02-16T00:15:18.550Z,14.392,119.229,29.9,5.1,mb,,,,1.1,us,usp00045g8,2014-11-07T00:45:43.758Z,"Luzon, Philippines",earthquake,,,,10,reviewed,us,us
1990-02-15T19:59:37.040Z,14.399,119.389,33.5,4.8,mb,,,,1.1,us,usp00045g1,2014-11-07T00:45:43.729Z,"Luzon, Philippines",earthquake,,,,10,reviewed,us,us
1990-02-15T19:45:49.240Z,14.388,119.107,33,4.6,mb,,,,1.3,us,usp00045fz,2014-11-07T00:45:43.725Z,"Luzon, Philippines",earthquake,,,,5,reviewed,us,us
1990-01-24T19:33:31.110Z,14.603,119.437,23.1,5.9,mw,,,,1,us,usp00044py,2016-11-09T21:44:29.931Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1989-12-12T19:15:14.820Z,13.953,120.945,10,4.8,mb,,,,1.2,us,usp000430q,2014-11-07T00:45:21.005Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
1989-10-25T06:00:10.890Z,15.367,120.042,34.8,4.7,mb,,,,1.4,us,usp0004181,2014-11-07T00:45:04.527Z,"Luzon, Philippines",earthquake,,20,,3,reviewed,us,us
1989-10-24T02:30:53.340Z,15.325,120.945,50.2,4.6,mb,,,,0.9,us,usp0004167,2014-11-07T00:45:04.297Z,"Luzon, Philippines",earthquake,,13.2,,3,reviewed,us,us
1989-09-20T04:59:46.030Z,13.622,120.783,152.3,5,mb,,,,0.9,us,usp0003ztf,2014-11-07T00:44:53.362Z,"Mindoro, Philippines",earthquake,,5.6,,23,reviewed,us,us
1989-09-12T23:58:01.540Z,15.419,120.082,33,4.8,mb,,,,1.3,us,usp0003zgd,2014-11-07T00:44:51.518Z,"Luzon, Philippines",earthquake,,,,10,reviewed,us,us
1989-09-06T05:08:04.760Z,14.512,119.593,10,4.6,mb,,,,1.3,us,usp0003z96,2014-11-07T00:44:50.293Z,"Luzon, Philippines",earthquake,,,,5,reviewed,us,us
1989-08-25T20:25:22.650Z,15.164,120.354,34.6,4.5,mb,,,,0.9,us,usp0003ywq,2014-11-07T00:44:44.956Z,"Luzon, Philippines",earthquake,,11.3,,6,reviewed,us,us
1989-08-03T07:40:30.590Z,13.428,120.864,21.7,5,mb,,,,0.9,us,usp0003xzp,2014-11-07T00:44:38.862Z,"Mindoro, Philippines",earthquake,,7.9,,6,reviewed,us,us
1989-07-23T22:42:01.270Z,13.601,120.508,33,4.9,mb,,,,1,us,usp0003xmq,2014-11-07T00:44:34.266Z,"Mindoro, Philippines",earthquake,,,,8,reviewed,us,us
1989-06-05T13:55:32.680Z,13.965,121.007,33,4.6,mb,,,,1,us,usp0003vzs,2014-11-07T00:44:20.837Z,"Mindoro, Philippines",earthquake,,,,5,reviewed,us,us
1989-05-27T02:44:09.830Z,13.612,120.908,174.8,4.6,mb,,,,0.9,us,usp0003vpj,2014-11-07T00:44:14.955Z,"Mindoro, Philippines",earthquake,,7,,12,reviewed,us,us
1989-04-15T15:04:08.730Z,13.587,120.378,33,4.6,mb,,,,0.4,us,usp0003tzy,2014-11-07T00:44:00.138Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
1989-04-13T01:30:51.500Z,16.429,119.916,53.9,4.9,mb,,,,1,us,usp0003twm,2014-11-07T00:43:59.721Z,"Luzon, Philippines",earthquake,,7.4,,22,reviewed,us,us
1989-03-30T20:10:06.430Z,16.112,119.713,34.9,5,mb,,,,1.1,us,usp0003tfg,2014-11-07T00:43:51.819Z,"Luzon, Philippines",earthquake,,16,,6,reviewed,us,us
1989-03-16T13:33:37.300Z,13.673,120.815,136.5,5.5,mw,,,,1,us,usp0003szm,2016-11-09T22:05:45.786Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
1989-03-02T17:41:22.930Z,13.473,119.973,33,4.6,mb,,,,0.7,us,usp0003sh6,2014-11-07T00:43:43.485Z,Philippine Islands region,earthquake,,,,3,reviewed,us,us
1989-02-08T09:28:14.520Z,14.043,120.038,60,4.4,mb,,,,1.2,us,usp0003rnr,2014-11-07T00:43:34.889Z,"Luzon, Philippines",earthquake,,14.7,,8,reviewed,us,us
1989-02-03T06:42:32.150Z,14.166,120.934,151.2,4.9,mb,,,,1.2,us,usp0003rg7,2014-11-07T00:43:32.749Z,"Luzon, Philippines",earthquake,,13.2,,9,reviewed,us,us
1989-01-29T14:59:03.060Z,13.572,120.337,33,4.8,mb,,,,1,us,usp0003rbp,2014-11-07T00:43:30.076Z,"Mindoro, Philippines",earthquake,,,,7,reviewed,us,us
1989-01-23T16:24:29.190Z,15.989,120.931,33,4.3,mb,,,,1.4,us,usp0003r5b,2014-11-07T00:43:28.691Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1989-01-22T17:01:13.330Z,15.407,119.967,58.4,4.2,mb,,,,0.3,us,usp0003r3w,2014-11-07T00:43:28.491Z,"Luzon, Philippines",earthquake,,31.3,,1,reviewed,us,us
1988-12-19T00:42:20.100Z,16.832,120.296,83.3,4.6,mb,,,,0.8,us,usp0003pyd,2014-11-07T00:43:17.826Z,"Luzon, Philippines",earthquake,,11.9,,2,reviewed,us,us
1988-12-14T07:20:37.650Z,15.617,120.963,184.2,4.3,mb,,,,0.9,us,usp0003pun,2014-11-07T00:43:17.262Z,"Luzon, Philippines",earthquake,,14.8,,5,reviewed,us,us
1988-12-09T08:54:24.260Z,13.643,120.819,145.7,4.3,mb,,,,1.1,us,usp0003pq5,2014-11-07T00:43:16.677Z,"Mindoro, Philippines",earthquake,,15.6,,4,reviewed,us,us
1988-12-03T05:41:53.270Z,14.64,119.513,33,4.5,mb,,,,0.7,us,usp0003pfe,2014-11-07T00:43:13.610Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1988-11-28T08:30:19.920Z,13.646,120.605,213.3,4.7,mb,,,,0.9,us,usp0003p9u,2014-11-07T00:43:10.368Z,"Mindoro, Philippines",earthquake,,24.2,,9,reviewed,us,us
1988-11-15T02:09:45.720Z,15.125,119.468,33,4.1,mb,,,,1,us,usp0003nvj,2014-11-07T00:43:06.332Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1988-11-03T05:25:39.690Z,13.608,120.922,135,5.2,mw,,,,1,us,usp0003nfr,2016-11-09T23:52:41.470Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
1988-09-20T11:58:15.090Z,15.963,120.18,34,5,mb,,,,1.2,us,usp0003m42,2014-11-07T00:42:49.890Z,"Luzon, Philippines",earthquake,,12.2,,5,reviewed,us,us
1988-09-19T01:03:13.240Z,14.912,119.887,42.4,5,mb,,,,0.7,us,usp0003m30,2014-11-07T00:42:49.790Z,"Luzon, Philippines",earthquake,,6.3,,9,reviewed,us,us
1988-08-08T05:04:28.010Z,13.76,120.577,93.6,5.5,mw,,,,1,us,usp0003js0,2016-11-09T23:11:21.936Z,"Mindoro, Philippines",earthquake,,3.6,,,reviewed,us,hrv
1988-08-07T06:23:56.090Z,14.906,119.872,38.3,5,mw,,,,1,us,usp0003jr0,2016-11-09T23:10:58.028Z,"Luzon, Philippines",earthquake,,10.2,,,reviewed,us,hrv
1988-07-26T19:04:30.140Z,15.071,119.855,47,5.6,ms,,,,1,us,usp0003j8k,2014-11-07T00:42:32.824Z,"Luzon, Philippines",earthquake,,11.7,,1,reviewed,us,us
1988-07-10T04:31:33.290Z,13.427,120.396,53.7,4.9,mb,,,,0.9,us,usp0003hr9,2014-11-07T00:42:30.258Z,"Mindoro, Philippines",earthquake,,8.8,,9,reviewed,us,us
1988-06-27T19:47:13.780Z,15.297,119.298,38.4,4,mb,,,,1.2,us,usp0003hd0,2014-11-07T00:42:22.662Z,"Luzon, Philippines",earthquake,,19.9,,3,reviewed,us,us
1988-06-17T02:22:49.350Z,13.439,120.523,62.4,5,mb,,,,1.5,us,usp0003h1g,2014-11-07T00:42:19.720Z,"Mindoro, Philippines",earthquake,,27.5,,4,reviewed,us,us
1988-05-28T04:27:53.450Z,14.793,119.589,33,4.5,mb,,,,1.3,us,usp0003gff,2014-11-07T00:42:11.826Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1988-05-08T19:52:49.240Z,14.853,120.165,78.6,5.2,mb,,,,0.7,us,usp0003fsp,2014-11-07T00:42:06.677Z,"Luzon, Philippines",earthquake,,11.8,,10,reviewed,us,us
1988-05-08T19:44:55.190Z,14.942,120.135,49.7,5.9,mw,,,,0.9,us,usp0003fsn,2017-04-26T17:41:58.860Z,"Luzon, Philippines",earthquake,,3.4,,,reviewed,us,hrv
1988-04-08T04:42:30.770Z,13.385,120.386,31.8,5.6,mw,,,,0.8,us,usp0003et6,2016-11-09T22:15:26.857Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
1988-04-08T01:33:42.950Z,13.44,120.566,50.9,5.2,mb,,,,1,us,usp0003et3,2014-11-07T00:41:56.393Z,"Mindoro, Philippines",earthquake,,10,,23,reviewed,us,us
1988-03-31T20:46:53.630Z,13.734,120.766,132.3,4.6,mb,,,,0.6,us,usp0003eh7,2014-11-07T00:41:51.391Z,"Mindoro, Philippines",earthquake,,8.4,,7,reviewed,us,us
1988-03-21T00:00:49.060Z,15.212,120.162,127.5,4.3,mb,,,,0.7,us,usp0003e5b,2014-11-07T00:41:49.034Z,"Luzon, Philippines",earthquake,,19,,3,reviewed,us,us
1988-03-13T09:27:15.980Z,13.954,119.301,37,5,mb,,,,1.1,us,usp0003dx5,2014-11-07T00:41:48.019Z,Philippine Islands region,earthquake,,,,20,reviewed,us,us
1988-02-17T03:06:32.610Z,14.035,119.41,33,4.5,mb,,,,0.9,us,usp0003d38,2014-11-07T00:41:40.008Z,"Luzon, Philippines",earthquake,,,,6,reviewed,us,us
1987-11-18T05:24:56.160Z,13.675,120.888,142.1,4.8,mb,,,,1.1,us,usp0003a7n,2014-11-07T00:41:14.241Z,"Mindoro, Philippines",earthquake,,6.5,,18,reviewed,us,us
1987-10-14T17:05:11.530Z,16.854,120.013,60.7,5.1,mw,,,,1.1,us,usp000398v,2016-11-09T23:43:03.693Z,"Luzon, Philippines",earthquake,,6.2,,,reviewed,us,hrv
1987-07-08T14:16:59.500Z,14.855,120.379,137.9,4.4,mb,,,,0.3,us,usp00036fu,2014-11-07T00:40:39.977Z,"Luzon, Philippines",earthquake,,32.5,,4,reviewed,us,us
1987-06-22T19:19:33.810Z,13.784,120.925,134.8,4.5,mb,,,,1.4,us,usp0003605,2014-11-07T00:40:33.641Z,"Mindoro, Philippines",earthquake,,10.4,,8,reviewed,us,us
1987-06-01T23:00:46.990Z,15.576,119.393,38.4,5,mb,,,,1.1,us,usp00035f8,2014-11-07T00:40:29.600Z,"Luzon, Philippines",earthquake,,7.3,,22,reviewed,us,us
1987-05-31T18:06:29.340Z,15.506,119.429,33,4.1,mb,,,,1.3,us,usp00035e1,2014-11-07T00:40:27.364Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1987-05-14T21:11:35.650Z,13.639,120.597,70.8,4.6,mb,,,,1.3,us,usp000350f,2014-11-07T00:40:24.899Z,"Mindoro, Philippines",earthquake,,,,8,reviewed,us,us
1987-05-13T17:29:05.360Z,14.76,119.432,33,4.4,mb,,,,1.2,us,usp00034za,2014-11-07T00:40:24.745Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1987-05-13T12:34:19.390Z,15.594,119.829,50.7,4.6,ms,,,,1.4,us,usp00034z6,2014-11-07T00:40:24.735Z,"Luzon, Philippines",earthquake,,12.4,,1,reviewed,us,us
1987-04-25T12:16:52.440Z,16.066,120.301,107,6.9,mw,,,,0.9,us,usp00034f9,2017-04-26T17:40:55.133Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,nc
1987-04-25T12:16:48.780Z,15.877,120.226,106,5.6,mb,,,,1.3,us,usp00034f8,2017-04-26T17:40:54.543Z,"Luzon, Philippines",earthquake,,,,20,reviewed,us,us
1987-03-30T10:04:17.410Z,14.843,120.09,75.5,4.6,mb,,,,1.2,us,usp00033s5,2014-11-07T00:40:07.857Z,"Luzon, Philippines",earthquake,,13.3,,4,reviewed,us,us
1987-03-14T03:48:58.870Z,16.31,120.483,25.4,4.3,mb,,,,1.3,us,usp000339y,2014-11-07T00:40:03.973Z,"Luzon, Philippines",earthquake,,7.1,,4,reviewed,us,us
1987-03-10T17:55:54.500Z,13.564,120.894,143.4,4.7,mb,,,,1,us,usp000335z,2014-11-07T00:40:03.020Z,"Mindoro, Philippines",earthquake,,6.3,,8,reviewed,us,us
1987-03-08T12:25:00.980Z,16.253,120.926,28.6,4.6,mb,,,,0.9,us,usp000333g,2014-11-07T00:40:02.369Z,"Luzon, Philippines",earthquake,,15.1,,5,reviewed,us,us
1987-02-27T00:51:07.170Z,15.104,118.763,33,4.5,mb,,,,0.3,us,usp00032tr,2014-11-07T00:39:54.153Z,Philippine Islands region,earthquake,,,,3,reviewed,us,us
1987-02-26T13:24:06.980Z,14.58,119.141,32,5.1,mb,,,,1,us,usp00032td,2014-11-07T00:39:54.116Z,"Luzon, Philippines",earthquake,,7.7,,9,reviewed,us,us
1987-02-26T13:20:32.380Z,14.533,119.139,36.2,4.7,mb,,,,1,us,usp00032tc,2014-11-07T00:39:54.110Z,"Luzon, Philippines",earthquake,,7.7,,10,reviewed,us,us
1987-02-26T13:16:19.590Z,14.555,119.067,33,4.7,mb,,,,0.7,us,usp00032tb,2014-11-07T00:39:54.107Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1987-02-26T13:13:24.670Z,14.575,119.23,62.4,4.5,mb,,,,1.3,us,usp00032ta,2014-11-07T00:39:54.104Z,"Luzon, Philippines",earthquake,,13.2,,5,reviewed,us,us
1987-02-18T22:27:00.320Z,16.34,120.82,9.8,4.5,mb,,,,1.4,us,usp00032kq,2014-11-07T00:39:52.832Z,"Luzon, Philippines",earthquake,,4.2,,4,reviewed,us,us
1987-02-01T06:52:42.770Z,13.917,120.915,216,4.6,mb,,,,1.2,us,usp000323a,2014-11-07T00:39:44.054Z,"Mindoro, Philippines",earthquake,,7.3,,4,reviewed,us,us
1986-12-29T15:49:59.190Z,15.22,119.88,53.1,5.8,mw,,,,0.9,us,usp000318q,2017-04-13T21:58:54.514Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1986-12-27T16:52:34.510Z,16.088,120.017,79.8,4.2,mb,,,,1.3,us,usp000316z,2014-11-07T00:39:31.955Z,"Luzon, Philippines",earthquake,,11.1,,7,reviewed,us,us
1986-12-19T07:48:26.780Z,15.293,120.08,83.2,5.3,mb,,,,0.9,us,usp00030zv,2014-11-07T00:39:30.395Z,"Luzon, Philippines",earthquake,,4.6,,31,reviewed,us,us
1986-11-26T01:44:52.260Z,13.553,120.901,143.5,4,mb,,,,0.9,us,usp00030df,2014-11-07T00:39:23.162Z,"Mindoro, Philippines",earthquake,,9.3,,2,reviewed,us,us
1986-11-05T17:32:36.940Z,14.124,120.528,97.7,5.2,mb,,,,1,us,usp0002zqb,2014-11-07T00:39:19.145Z,"Luzon, Philippines",earthquake,,4.5,,25,reviewed,us,us
1986-10-30T12:55:07.090Z,16.116,119.737,33,4.5,mb,,,,1.3,us,usp0002zh6,2014-11-07T00:39:13.103Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1986-10-05T07:31:20.850Z,14.555,119.934,80.9,4.3,mb,,,,0.4,us,usp0002ypy,2014-11-07T00:39:07.417Z,"Luzon, Philippines",earthquake,,20.1,,1,reviewed,us,us
1986-10-01T14:43:31.220Z,15.69,120.899,191.5,3.6,mb,,,,1.1,us,usp0002yjx,2014-11-07T00:39:05.906Z,"Luzon, Philippines",earthquake,,12.9,,1,reviewed,us,us
1986-09-30T12:37:07.350Z,13.854,120.67,129.7,4.8,mb,,,,0.6,us,usp0002yhk,2014-11-07T00:39:03.871Z,"Mindoro, Philippines",earthquake,,4.3,,10,reviewed,us,us
1986-09-30T00:26:28.490Z,15.008,119.972,33,,,,,,0.8,us,usp0002yh8,2014-11-07T00:39:03.833Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1986-09-16T19:43:20.310Z,15.295,121.033,100.3,4.4,mb,,,,1.5,us,usp0002y56,2014-11-07T00:39:01.180Z,"Luzon, Philippines",earthquake,,13.3,,1,reviewed,us,us
1986-09-13T22:47:32.000Z,16.9,120.468,122,,,,,,1,us,usp0002y26,2014-11-07T00:39:00.653Z,"Luzon, Philippines",earthquake,,10.5,,,reviewed,us,us
1986-08-09T00:53:12.630Z,14.099,120.335,80,5.5,mw,,,,0.9,us,usp0002wzv,2016-11-09T23:11:54.641Z,"Luzon, Philippines",earthquake,,4.9,,,reviewed,us,hrv
1986-07-23T15:57:26.330Z,14.604,119.374,33,4,mb,,,,1.1,us,usp0002we7,2014-11-07T00:38:43.699Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1986-07-20T20:35:51.330Z,15.939,119.822,66.1,4.4,mb,,,,1.2,us,usp0002w8d,2014-11-07T00:38:43.059Z,"Luzon, Philippines",earthquake,,9.4,,3,reviewed,us,us
1986-07-19T08:25:57.330Z,13.704,120.778,116.5,4.9,mb,,,,1,us,usp0002w5w,2014-11-07T00:38:42.704Z,"Mindoro, Philippines",earthquake,,5.2,,16,reviewed,us,us
1986-07-18T06:27:28.050Z,15.398,120.886,193.9,4.8,mb,,,,0.9,us,usp0002w4p,2014-11-07T00:38:42.341Z,"Luzon, Philippines",earthquake,,5,,11,reviewed,us,us
1986-06-28T01:53:43.900Z,16.746,120.38,33,,,,,,1.4,us,usp0002vg4,2014-11-07T00:38:35.368Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1986-06-12T09:26:49.820Z,14.437,121.843,33,5.2,mw,,,,1.2,us,usp0002uzx,2016-11-09T22:44:32.247Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1986-05-08T14:14:36.880Z,16.069,121.674,33,,,,,,0.5,us,usp0002trh,2014-11-07T00:38:22.170Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1986-04-29T19:30:09.470Z,16.473,120.84,10,4,mb,,,,0.7,us,usp0002tbn,2014-11-07T00:38:16.187Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1986-04-28T03:47:34.880Z,16.56,120.857,8.7,5.1,mb,,,,1.4,us,usp0002t9d,2014-11-07T00:38:15.964Z,"Luzon, Philippines",earthquake,,4.1,,19,reviewed,us,us
1986-04-19T00:15:08.850Z,14.765,119.52,33,4.3,mb,,,,0.9,us,usp0002t0s,2014-11-07T00:38:14.596Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1986-04-10T00:20:04.590Z,14.29,120.711,199.2,4.7,mb,,,,1,us,usp0002st8,2014-11-07T00:38:12.415Z,"Luzon, Philippines",earthquake,,6.1,,9,reviewed,us,us
1986-03-27T13:08:38.810Z,16.311,120.035,79.5,5.1,mb,,,,0.9,us,usp0002sba,2014-11-07T00:38:06.068Z,"Luzon, Philippines",earthquake,,7.2,,16,reviewed,us,us
1986-02-22T22:44:58.490Z,13.992,120.799,232.3,4.1,mb,,,,1.1,us,usp0002r7t,2014-11-07T00:37:56.485Z,"Mindoro, Philippines",earthquake,,7.2,,3,reviewed,us,us
1986-01-16T15:45:06.740Z,13.685,120.822,223.2,5.7,mw,,,,1,us,usp0002q4b,2016-11-09T21:40:59.502Z,"Mindoro, Philippines",earthquake,,4.1,,,reviewed,us,hrv
1986-01-14T05:07:08.380Z,14.904,119.786,47.2,4.9,mb,,,,1.4,us,usp0002q1m,2014-11-07T00:37:47.289Z,"Luzon, Philippines",earthquake,,12.2,,10,reviewed,us,us
1985-12-31T14:24:40.830Z,13.712,121.143,33,4.6,mb,,,,1,us,usp0002pmu,2014-11-07T00:37:41.679Z,"Mindoro, Philippines",earthquake,,,,9,reviewed,us,us
1985-12-27T12:56:00.350Z,16.218,120.31,52.6,4.5,mb,,,,1.1,us,usp0002pfv,2014-11-07T00:37:40.486Z,"Luzon, Philippines",earthquake,,8.2,,5,reviewed,us,us
1985-11-12T19:50:56.460Z,13.706,120.865,190.6,4.6,mb,,,,0.8,us,usp0002mqc,2014-11-07T00:37:27.972Z,"Mindoro, Philippines",earthquake,,6.3,,9,reviewed,us,us
1985-11-05T21:15:27.130Z,13.782,120.657,100,4.4,mb,,,,0.8,us,usp0002mg2,2014-11-07T00:37:26.326Z,"Mindoro, Philippines",earthquake,,8.4,,4,reviewed,us,us
1985-11-04T21:23:08.850Z,13.667,120.194,77.4,5.7,mw,,,,1.1,us,usp0002mfd,2016-11-09T23:53:04.213Z,"Mindoro, Philippines",earthquake,,6.2,,,reviewed,us,hrv
1985-10-31T14:00:53.050Z,13.922,120.86,205.5,4.1,mb,,,,1.1,us,usp0002mb7,2014-11-07T00:37:22.200Z,"Mindoro, Philippines",earthquake,,7.8,,2,reviewed,us,us
1985-10-27T03:31:59.580Z,15.041,119.146,33,4.5,mb,,,,1.3,us,usp0002m5v,2014-11-07T00:37:21.419Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1985-10-01T10:01:44.840Z,13.669,120.766,118.9,4.6,mb,,,,1,us,usp0002kbg,2014-11-07T00:37:15.457Z,"Mindoro, Philippines",earthquake,,4.7,,10,reviewed,us,us
1985-09-11T22:07:10.790Z,13.594,120.893,135,4.9,mb,,,,1,us,usp0002jp6,2014-11-07T00:37:09.483Z,"Mindoro, Philippines",earthquake,,5.1,,16,reviewed,us,us
1985-09-10T04:50:12.170Z,13.687,120.771,139.1,5,mb,,,,1,us,usp0002jkf,2014-11-07T00:37:08.792Z,"Mindoro, Philippines",earthquake,,4.6,,17,reviewed,us,us
